,Category,Name,Rating,Number of reviews,5 stars,4 stars,3 stars,2 stars,1 star
350,Prestataire de transport automobile privé,Autobutler.fr,"4,3",935,73,16,3,2,6
351,Shopping & mode,Christopherobin,"4,3",712,67,16,6,3,8
352,Boutique de lingerie,Dans Ma Culotte,"4,3",640,70,14,7,3,6
353,Magasin de vêtements pour femmes,Zizzi,"4,3",580,68,18,6,3,5
354,Magasin de sports d'hiver,Rossignol,"4,3",380,76,6,3,3,12
355,Shopping & mode,Fontanot shop Escalier design en ligne,"4,3",370,62,24,6,3,5
356,Bijouterie,diamantor.fr,"4,3",259,70,10,4,4,12
357,Magasin de vêtements de sport (activewear),Barooders,"4,3",232,70,13,6,3,8
358,Bijouterie fantaisie,Pohesia Paris,"4,3",230,69,11,9,6,5
359,Art & antiquités,Plazzart,"4,3",228,68,13,6,2,11
360,Bijouterie fantaisie,Harmoniechakras,"4,3",144,69,16,8,2,5
361,Boutique de loisirs créatifs,L'esprit Bois,"4,3",138,64,22,4,4,6
362,Bijouterie,Zahros,"4,3",109,68,14,2,3,13
363,Magasin de vêtements,Bishibi.com,"4,3",82,65,19,7,4,5
364,Magasin de puériculture,Babylor,"4,3",54,83,2,0,2,13
365,Entreprise de confection de t-shirts,Fibershirts,"4,3",54,67,13,0,2,18
366,Magasin de chaussures,Parallele Paris,"4,3",53,79,6,4,2,9
367,Shopping & mode,Batmaid,"4,3",32,88,3,0,3,6
368,Magasin de vêtements pour femmes,bonprix,"4,2",10169,55,28,9,3,5
369,Grossiste en lunettes,Nooz Optics,"4,2",6872,70,13,5,3,9
370,Magasin d'impressions et de signalisation,Helloprint,"4,2",2571,72,10,4,3,11
371,Boutique de lingerie,FEMPO,"4,2",1442,70,15,5,3,7
372,Magasin de chaussures,Bons Baisers de Paname,"4,2",856,65,10,6,5,14
373,Boutique de lingerie,Laurence Tavernier,"4,2",749,66,13,6,4,11
374,Shopping & mode,kswiss.eu,"4,2",564,73,7,4,3,13
375,Plateforme de collaboration en ligne,Malt,"4,2",486,71,10,3,4,12
376,Magasin de vêtements professionnels,BEAUTY STREET,"4,2",324,71,12,5,4,8
377,Bijouterie,Caurine,"4,2",284,72,10,6,4,8
378,Bijouterie,97carats,"4,2",273,60,22,6,5,7
379,Magasin de vêtements pour hommes,Frilivin.fr,"4,2",273,67,14,4,5,10
380,Magasin de chaussures,Mustang Online,"4,2",238,76,8,3,5,8
381,Marché en ligne,Mamie Bourgeoise,"4,2",124,68,7,3,3,19
382,Magasin de chaussures,Mrkicks,"4,2",109,77,6,3,3,11
383,Boutique érotique,Avenue du Plaisir - Sexshop,"4,2",87,63,20,7,2,8
384,Boutique d'accessoires de mode,Tondesign,"4,2",54,70,13,2,4,11
385,Magasin de vêtements,EDS Store,"4,2",30,80,3,10,0,7
386,Magasin de puériculture,Mon Petit Paquet,"4,2",27,85,7,4,0,4
387,Magasin de vêtements,Ccvmode,"4,1",3504,67,11,5,4,13
388,Magasin de puériculture,BÉABA,"4,1",3093,60,15,9,5,11
389,Magasin de chaussures,Kikikickz,"4,1",2986,72,7,4,2,15
390,Magasin de vêtements,Oneill.com/fr,"4,1",1639,71,14,4,3,8
391,Magasin de vêtements pour femmes,OutfitBook,"4,1",1448,60,17,7,6,10
392,Magasin de linge de maison,Françoise Saget,"4,1",1132,50,13,6,8,23
393,Magasin de streetwear,AKIN STUDIO,"4,1",991,61,21,5,4,9
394,Boutique d'articles de mode,Jules,"4,1",856,66,11,3,2,18
395,Magasin de vêtements pour enfants,Eliott et loup,"4,1",796,78,11,4,2,5
396,Shopping & mode,Palladiumboots,"4,1",669,71,7,4,4,14
397,Magasin de vêtements,FROM FUTURE,"4,1",506,61,8,5,6,20
398,Service de coupons d'achat,Gueez,"4,1",411,74,8,4,3,11
399,Shopping & mode,Babyfoot Vintage,"4,1",371,58,16,8,4,14
400,Magasin de chaussures,Graal Spotter,"4,1",117,73,5,2,3,17
401,Magasin de vêtements,Vintage Brothers,"4,1",73,70,14,5,3,8
402,Boutique d'accessoires de mode,VEJA,"4,0",13603,65,8,6,5,16
403,Magasin de vêtements d'hiver,Sweetplaid,"4,0",5482,58,13,6,5,18
404,Boutique de lingerie,Toutes Les Poitrines,"4,0",1637,71,19,4,2,4
405,Bijouterie,Authentiques Mineraux,"4,0",683,76,10,5,2,7
406,Boutique érotique,SexyAvenue,"4,0",607,62,15,6,4,13
407,Magasin de vêtements pour bébés,Moom Paris,"4,0",299,61,15,7,6,11
408,Magasin de puériculture,aden + anais,"4,0",281,71,7,5,4,13
409,Club de football,Boutique Officielle du Racing Club de Strasbourg Alsace,"4,0",219,66,7,5,6,16
410,Boutique d'articles de mode,Luz Collections,"4,0",112,64,9,6,9,12
411,Magasin de vêtements,Gifts-fr.com,"4,0",111,62,11,4,4,19
412,Magasin de vêtements pour hommes,Atlas For Men Belgique,"4,0",109,49,25,11,3,12
413,Hypermarché,CLIC-SHOPPING.COM,"4,0",102,63,18,3,<1,15
414,Magasin,Jardindeyden.fr,"4,0",50,58,16,10,4,12
415,Fabricant de vêtements de sport,mouratoglou-shop.com,"4,0",34,67,9,6,0,18
416,Shopping & mode,TERRITOIRE REDSKINS Société Anonyme,"3,9",2320,64,12,6,4,14
417,Shopping & mode,Lee Cooper France,"3,9",1477,63,14,6,4,13
418,Bijouterie,My Little Necklace,"3,9",719,68,10,2,3,17
419,Grand magasin,ADDICT Pop Culture,"3,9",596,77,8,3,1,11
420,Magasin de sacs et de valises,RIMOWA,"3,9",353,69,3,1,3,24
421,Magasin de chaussures,The French Reseller,"3,9",282,68,8,4,4,16
422,Bijouterie,L'Atelier Emma&Chloé,"3,9",261,62,10,5,3,20
423,Fabricant de bijoux,Misaki Monaco,"3,9",195,66,7,6,3,18
424,Boutique de cadeaux,publicisdrugstore.com,"3,9",161,66,7,3,4,20
425,Magasin de vêtements pour femmes,FRNCH,"3,9",116,66,9,8,4,13
426,Shopping & mode,Ba-Click,"3,8",7606,62,20,6,3,9
427,Boutique d'accessoires de mode,Monnier Paris,"3,8",2419,68,9,4,4,15
428,Shopping & mode,Savage X Fenty France,"3,8",2212,52,13,7,5,23
429,Magasin de vêtements pour femmes,Almé,"3,8",1910,59,11,8,7,15
430,Bijouterie fantaisie,Amour et Bijoux,"3,8",1036,50,9,6,4,31
431,Shopping & mode,Obtenircollierprenom,"3,8",784,59,15,6,5,15
432,Magasin de vêtements,Wordans,"3,8",602,55,10,3,2,30
433,Shopping & mode,Le Beau Masque,"3,8",575,48,12,7,5,28
434,Magasin de vêtements,Sahomashop,"3,8",216,56,8,8,11,17
435,Marché en ligne,Iziby,"3,8",112,62,6,7,4,21
436,Bijouterie fantaisie,Icereunion,"3,8",64,64,12,5,2,17
437,Magasin de vêtements,DIFFERENT®,"3,8",63,65,8,3,10,14
438,Boutique d'articles de mode,Lothaire,"3,8",60,60,13,3,5,19
439,Magasin de chaussures,Ma Basket De Sécurité,"3,8",29,38,31,14,0,17
440,Magasin de chaussures,Addict Sneakers,"3,8",26,69,12,0,4,15
441,Magasin de vêtements,Free Vibes,"3,7",138,49,15,7,4,25
442,Bijoutier,Aurora & Co.,"3,7",104,58,13,5,4,20
443,Grand magasin,MINISO,"3,7",65,57,12,3,2,26
444,Magasin de vêtements,Don't Call Me Jennyfer,"3,6",3297,51,11,6,5,27
445,Marché en ligne,E-TWOW France,"3,6",683,48,25,7,4,16
446,Fournisseur de costumes de théâtre,Nos Colonnes - Boutique Maçonnique,"3,6",90,53,14,8,7,18
447,Magasin de déguisements,Farfouil en fête,"3,6",50,60,8,2,2,28
448,Magasin de sous-vêtements,Adoptemaculotte,"3,6",38,53,13,8,0,26
449,Magasin de chaussures,Jonak,"3,5",734,47,7,6,7,33
450,Bijouterie fantaisie,Luna Jewels,"3,5",388,57,10,4,2,27
451,Magasin de vêtements,berthie.fr,"3,5",245,47,11,5,7,30
452,Boutique de lingerie,Mademoiselleculotte,"3,5",160,53,10,2,6,29
453,Magasin de streetwear,Centrale,"3,5",128,61,8,4,8,19
454,Fabricant de bijoux,Emir ICE,"3,5",83,54,12,4,2,28
455,Magasin de vêtements,Vestiaire Collective,"3,4",22932,50,9,4,3,34
456,Magasin de vêtements de sport (activewear),Fabletics France,"3,4",10122,48,21,10,5,16
457,Bijouterie fantaisie,La Box Emma&Chloé,"3,4",2932,46,12,11,9,22
458,Magasin de vêtements pour femmes,Sézane,"3,4",1554,40,6,6,9,39
459,Magasin de maillots de bain,Ôdabaïa FERME,"3,4",801,69,10,4,3,14
460,Service e-commerce,Zazzle FR,"3,4",719,50,7,4,5,34
461,Magasin de jouets pour enfants,Marentreescolaire.fr,"3,4",154,45,20,7,7,21
462,Marché de textile,Dreamwear,"3,4",129,46,11,7,2,34
463,Boutique de lingerie,Lingerie Hot,"3,4",88,43,14,12,5,26
464,Fabricant de lingerie,Blooming.rocks,"3,4",78,40,19,5,6,30
465,Magasin de chaussures,VIRÓN,"3,4",75,48,7,8,5,32
466,Boutique de lingerie,Undiesorigin,"3,4",28,40,14,7,14,25
467,Shopping & mode,JustFab France,"3,3",24434,47,22,10,5,16
468,Service de coupons d'achat,Groupon France,"3,3",6631,32,15,6,5,42
469,Fabricant de montres,L'arbre du temps,"3,3",505,40,15,8,7,30
470,Magasin de chaussures,OP 2.0,"3,3",412,64,6,3,2,25
471,Boutique d'accessoires de mode,Clubocean,"3,3",296,47,12,7,4,30
472,Magasin de vêtements,Rouje,"3,3",225,32,8,10,14,36
473,Bijouterie,carallor.com,"3,3",27,48,11,4,0,37
474,Shopping & mode,Jeans Industry,"3,2",9141,45,13,8,8,26
475,Magasin de puériculture,Cabriole Bebe,"3,2",4028,51,13,7,4,25
476,Magasin de chaussures,André,"3,2",446,57,17,4,2,20
477,Boutique de lingerie,Oduho,"3,2",73,37,11,17,8,27
478,Boutique d'accessoires de mode,Spider Shop,"3,2",29,45,7,10,7,31
479,Magasin de sous-vêtements,Mool,"3,1",424,34,11,5,8,42
480,Boutique de t-shirts personnalisés,Créer Son T-shirt,"3,1",93,34,14,6,8,38
481,Magasin de vêtements pour femmes,Ma Penderie Vintage,"3,0",95,39,10,11,4,36
482,Shopping & mode,STANBRIDGE,"2,9",138,46,9,10,9,26
483,Boutique de sacs à main,Tissardi,"2,9",97,28,15,10,9,38
484,Boutique de lingerie,Naked Underwear,"2,9",44,39,7,0,4,50
485,Magasin de sous-vêtements,Classy Fit Gaine,"2,8",275,30,10,8,8,44
486,Magasin de vêtements,BestKpopShop,"2,7",60,40,7,7,8,38
487,Horlogerie,X Watch France,"2,6",122,27,15,12,2,44
488,Magasin de vêtements pour femmes,Chic and Bohemian,"2,6",83,34,8,4,6,48
489,Boutique d'accessoires de mode,Echarpes,"2,6",46,15,16,4,4,61
490,Styliste de mode,JACQUEMUS,"2,5",1068,24,4,3,3,66
491,Boutique d'accessoires de mode,LaBoxHomme,"2,4",370,38,9,8,9,36
492,Magasin de vêtements,Salopette Shop,"2,4",97,25,7,5,6,57
493,Bijouterie,Terresdevikings,"2,2",100,14,1,6,8,71
494,Magasin de déguisements,Deguisement Enfant,"2,1",166,25,10,4,7,54
495,Magasin de vêtements,MonColRoulé,"1,8",135,13,4,6,9,68
496,Boutique de sacs à main,Tendance Rond,"1,7",28,4,4,0,7,85
497,Bijouterie fantaisie,Zina Dream,"1,5",234,12,2,3,3,80
498,Bijouterie,Celinni Diamant,"5,0",952,95,3,<1,<1,<1
499,Horlogerie,Mondial Montres,"4,9",2150,96,4,<1,<1,<1
500,Shopping & mode,Esprit NATO,"4,9",1050,97,2,<1,<1,<1
501,Magasin de vêtements,LNLM,"4,9",424,93,6,0,<1,<1
502,Bijouterie,MAYANA,"4,9",336,93,6,<1,<1,0
503,Magasin de vêtements pour femmes,Lpm Lapassiondesmarques,"4,9",245,98,2,0,0,0
504,Enchères en ligne,cgb.fr,"4,9",230,95,4,0,<1,<1
505,Horlogerie,LEASE A WATCH,"4,9",220,98,2,0,0,<1
506,Magasin de vêtements grandes tailles,CHARLESELIE94,"4,9",185,94,2,1,0,3
507,Graphiste,Amay Sancha,"4,9",167,95,4,0,<1,0
508,Fabricant de bijoux,Nemmès,"4,9",164,97,2,0,0,1
509,Boutique d'accessoires de mode,maison235.com,"4,9",159,97,2,<1,0,0
510,Opticien,Lavunett,"4,9",142,99,<1,0,0,0
511,Horlogerie,Tokant,"4,9",134,100,0,0,0,0
512,Fabricant de montres,BBmod France,"4,9",131,100,0,0,0,0
513,Shopping & mode,VIVALATINA.FR,"4,9",124,96,<1,0,<1,2
514,Grand magasin,SO SHOOTING,"4,9",123,92,8,0,0,0
515,Shopping & mode,Biomidi,"4,9",105,88,9,0,0,3
516,Boutique d'accessoires de mode,Rosah Blanca,"4,9",103,95,5,0,0,0
517,Magasin de chaussures,5doigts2pieds.fr,"4,9",102,82,12,4,0,2
518,Décorateur d'intérieur,Plaidissimo,"4,9",87,96,2,2,0,0
519,Magasin de vêtements imprimés,abc-marquage.com,"4,8",24361,91,7,<1,<1,<1
520,Bijouterie,Gothyka,"4,8",2141,86,12,2,<1,<1
521,Magasin de vêtements,Horizons Lointains,"4,8",1704,87,7,3,1,2
522,Magasin de puériculture,Love Radius,"4,8",1563,79,15,4,1,<1
523,Shopping & mode,Kaporal 5,"4,8",669,80,10,<1,<1,9
524,Magasin de vêtements pour hommes,MR MARVIS,"4,8",570,87,11,<1,<1,<1
525,Magasin de chaussures,Sessile,"4,8",389,87,9,3,<1,<1
526,Shopping & mode,Gaspajoe,"4,8",373,86,9,3,1,1
527,Marché en ligne,Renault Dacia BodemerAuto Argentan,"4,8",306,78,16,3,1,2
528,Magasins d'appareils de fitness,Madeleine Jeux,"4,8",302,87,11,<1,<1,<1
529,Magasin de vêtements pour femmes,Penninkhof,"4,8",299,90,7,2,<1,1
530,Boutique d'accessoires de mode,Minipop,"4,8",283,92,6,1,0,<1
531,Boutique d'accessoires de mode,Gentlemenclover,"4,8",192,96,3,0,1,0
532,Magasin de chaussures,www.mephisto-chaussures.fr,"4,8",190,84,11,1,2,2
533,Grand magasin,LaToucheGeek,"4,8",184,89,7,2,<1,1
534,Boutique d'accessoires de mode,monhijabpascher.com,"4,8",167,94,2,2,1,<1
535,Bijouterie fantaisie,Prestige Bouddha,"4,8",159,93,5,<1,0,1
536,Magasin de vêtements de sport (activewear),Headband Planet,"4,8",143,91,7,2,0,0
537,Magasin de lunettes de soleil,Funoptic,"4,8",142,91,5,1,1,2
538,Shopping & mode,Claireberteau,"4,8",138,93,6,1,0,0
539,Shopping & mode,Rozkaz Selling,"4,8",133,98,1,0,0,<1
540,Bijouterie fantaisie,Agape Studio,"4,8",133,92,5,<1,1,<1
541,Magasin de vêtements pour enfants,cometeparis.com,"4,8",124,93,7,0,0,0
542,Magasin de vêtements pour femmes,Halal Dressing,"4,8",119,94,3,3,0,0
543,Bijouterie fantaisie,Fauna,"4,8",117,90,5,<1,0,4
544,Site de comparaison de prix,Goclecd.fr,"4,8",112,79,18,2,0,<1
545,Magasin de chaussures,Sneakerline,"4,8",112,95,<1,0,0,4
546,Magasin de streetwear,Sainté Shop - EVECT,"4,8",95,94,4,1,0,1
547,Bijouterie,Bosle Joaillier Horloger,"4,8",85,92,7,1,0,0
548,Fabricant de bijoux,Lelindo,"4,8",79,95,5,0,0,0
549,Magasin de chaussures,RESELL BY ROMAIN,"4,8",77,96,4,0,0,0
550,Magasin d'articles de football,Dimension Foot,"4,8",76,79,16,4,0,1
551,Fabricant de montres,Pathengers Watches,"4,8",72,97,3,0,0,0
552,Magasin de chaussures,Maison Pirotais,"4,8",71,95,4,0,1,0
553,Bijouterie,Losbijoux,"4,8",68,91,7,0,2,0
554,Shopping & mode,Mangekyu,"4,8",64,95,5,0,0,0
555,Bijouterie,Wild Sons,"4,8",60,93,5,0,2,0
556,Magasin de streetwear,Qvattor,"4,8",54,96,2,2,0,0
557,Bijouterie,Diamantiques,"4,8",54,98,2,0,0,0
558,Boutique d'accessoires de mode,Atelier Madeleine,"4,8",51,100,0,0,0,0
559,Magasin de vêtements de sport (activewear),Noliju,"4,8",50,94,4,2,0,0
560,Boutique d'accessoires de mode,Elsa LB,"4,8",47,98,2,0,0,0
561,Boutique d'accessoires de mode,Trimasama,"4,8",45,98,2,0,0,0
562,Magasin de chaussures,Click Your Sneakss,"4,8",40,100,0,0,0,0
563,Boutique de t-shirts personnalisés,Sacpub,"4,8",39,87,8,0,0,5
564,Boutique d'accessoires de mode,Trueblue Bottles,"4,8",39,100,0,0,0,0
565,Bijouterie,Lespierresdejulie,"4,8",39,100,0,0,0,0
566,Magasin de puériculture,Bébé Coton,"4,8",36,100,0,0,0,0
567,Bijouterie,Laffely Jewelry,"4,8",36,100,0,0,0,0
568,Magasin de vêtements de sport (activewear),Sportposition.com,"4,7",23225,83,13,2,<1,1
569,Shopping & mode,Lookiero France,"4,7",4568,82,12,3,1,2
570,Boutique d'accessoires de mode,Jane de Boy,"4,7",1259,91,7,1,<1,<1
571,Bijouterie,Gemmyo,"4,7",1150,91,2,<1,<1,5
572,Compagnie d'assurance vie,PrixAssuranceVie.ca,"4,7",1096,88,8,1,<1,3
573,Magasin de vêtements pour femmes,Foly Fring,"4,7",1093,84,10,1,<1,5
574,Magasin de vêtements pour enfants,Simply Colors,"4,7",1071,81,14,3,1,1
575,Bijouterie,MARMOTTINE,"4,7",1038,82,11,3,3,1
576,Magasin de meubles de chambre à coucher,Biosense Bedding,"4,7",826,82,12,4,<1,<1
577,Magasin de vêtements de sport (activewear),Markania.com,"4,7",685,82,14,1,<1,2
578,Grand magasin,Unekorn,"4,7",552,92,5,2,<1,1
579,Bijouterie,Zebijou,"4,7",321,79,15,4,<1,<1
580,Prestataire de mariage,Oui Oui Bunny,"4,7",284,89,8,<1,1,<1
581,Magasin de chaussures,Bottespluie,"4,7",274,80,12,4,2,2
582,Boutique d'accessoires de mode,CouponSmash,"4,7",255,76,20,3,<1,<1
583,Magasin de vêtements imprimés,Contrado France,"4,7",244,75,20,2,0,3
584,Bijouterie,By Johanne,"4,7",239,89,4,3,2,2
585,Magasin de sous-vêtements,Les chaussettes des Limousins,"4,7",207,91,6,<1,<1,2
586,Boutique de t-shirts personnalisés,TPOP,"4,7",204,90,6,0,<1,3
587,Shopping & mode,Caulaincourt,"4,7",176,87,8,2,2,<1
588,Site de comparaison de prix,Dealburn,"4,7",169,86,10,2,1,<1
589,Magasin de vêtements,WEYZ,"4,7",135,87,7,2,0,4
590,Shopping & mode,Sinologie.com,"4,7",130,75,18,5,0,2
591,Magasin de t-shirts,Customeazy,"4,7",130,89,<1,<1,1,8
592,Magasin de vêtements,émoi émoi,"4,7",118,93,<1,<1,0,5
593,Shopping & mode,Lakange,"4,7",109,84,11,3,2,0
594,Magasin de skateboards,Wallstreetskateshop,"4,7",102,93,2,2,<1,2
595,Shopping & mode,Francepoolshop.com,"4,7",100,85,8,2,1,4
596,Magasin de jouets,TYAttitude,"4,7",95,85,10,3,2,0
597,Boutique de cadeaux,La Boutique Angevine,"4,7",91,89,9,1,0,1
598,Couturier,Little Fabrics,"4,7",83,88,9,2,1,0
599,Magasin de streetwear,FOREVER VACATION,"4,7",81,89,5,2,3,1
600,Boutique d'articles de mode,Belledonne,"4,7",69,90,7,0,1,2
601,Bijouterie fantaisie,bobijoo.fr,"4,7",62,90,5,0,2,3
602,Magasin de vêtements,BoutiquePilou.com,"4,7",50,98,0,2,0,0
603,Magasin de vêtements vintage,CrushON,"4,7",50,90,8,2,0,0
604,Magasin de vêtements pour enfants,Lucas et Mia,"4,7",50,98,2,0,0,0
605,Site de comparaison de prix,ComparateurBanque,"4,7",50,94,4,0,0,2
606,Bijouterie fantaisie,Heliodore Mineraux,"4,7",49,94,0,2,0,4
607,Magasin de streetwear,Loirpel Apparels ®,"4,7",48,94,6,0,0,0
608,Bijouterie,Kathryn Greer La Bijouterie,"4,7",48,92,6,2,0,0
609,Magasin de vêtements,HABILE.,"4,7",47,98,2,0,0,0
610,Magasin de chaussures,ALL FINDER STORE,"4,7",47,98,0,0,0,2
611,Magasin de sacs et de valises,Tintamar,"4,7",42,78,17,0,0,5
612,Magasin de vêtements pour enfants,Croche Patte,"4,7",41,96,2,0,0,2
613,Magasin de vêtements pour enfants,Cotonchicetpetitesmailles,"4,7",40,92,8,0,0,0
614,Bijouterie,STRASS.com,"4,7",39,79,13,2,3,3
615,Magasin de puériculture,Luciole et Cie,"4,7",38,86,8,3,0,3
616,Bijouterie,Tsaey,"4,7",38,89,8,3,0,0
617,Magasin de vêtements imprimés,Simple,"4,7",38,95,5,0,0,0
618,Boutique d'accessoires de mode,Lomacreations,"4,7",37,94,0,3,3,0
619,Bijouterie fantaisie,Walawala Bijoux,"4,7",37,100,0,0,0,0
620,Magasin de vêtements pour enfants,happyhippybaby.com,"4,7",36,100,0,0,0,0
621,Site de comparaison de prix,Needl,"4,7",35,94,6,0,0,0
622,Magasin de vêtements pour enfants,Arbrebleu,"4,7",34,97,3,0,0,0
623,Bijouterie,Lucky One Bijoux,"4,7",34,97,3,0,0,0
624,Magasin de chaussures,Copstores,"4,7",33,100,0,0,0,0
625,Magasin de couture,Sixtilyne,"4,7",33,97,3,0,0,0
626,Magasin d'articles pour animaux,bobinesetaiguilles.com,"4,7",32,100,0,0,0,0
627,Atelier de couture,Ô songe,"4,7",31,94,6,0,0,0
628,Magasin de lunettes de soleil,Eyewearista,"4,7",31,100,0,0,0,0
629,Magasin de vêtements pour hommes,Bee Luxurious,"4,7",30,97,0,3,0,0
630,Magasin de vêtements,Ines,"4,7",30,97,3,0,0,0
631,Bijouterie fantaisie,Petites Mignonneries,"4,7",29,100,0,0,0,0
632,Magasin de vêtements,Offrandes,"4,7",29,100,0,0,0,0
633,Marché de vente en gros de vêtements,Revibe Upcycling,"4,7",28,100,0,0,0,0
634,Boutique de lingerie,Kamarel,"4,7",28,96,4,0,0,0
635,Bijouterie,Adoptetonbijou,"4,7",27,96,4,0,0,0
636,Grand magasin,Maxencealbanel,"4,7",26,100,0,0,0,0
637,Magasin de vêtements,Arnova,"4,7",26,100,0,0,0,0
638,Magasin de chaussures,FLIP KLUB,"4,7",26,96,4,0,0,0
639,Magasin de chaussures,Johndoesneak,"4,7",25,100,0,0,0,0
640,Magasin de maillots de bain,La Caravelle,"4,7",25,100,0,0,0,0
641,Bijouterie,Ma Peste Adorée,"4,7",25,100,0,0,0,0
642,Boutique de t-shirts personnalisés,Custombymi,"4,7",25,100,0,0,0,0
643,Parfumerie,Monjoliparfum,"4,7",24,100,0,0,0,0
644,Magasin de vêtements pour femmes,Svetlana K Paris,"4,7",23,100,0,0,0,0
645,Grand magasin,La Geekerie,"4,6",10424,82,13,3,<1,<1
646,Magasin de streetwear,FreestyleXtreme France,"4,6",2676,82,14,2,<1,1
647,Marché en ligne,ProgOnline,"4,6",2443,66,27,4,<1,2
648,Horlogerie,LookMaMontre.com,"4,6",1855,71,23,4,1,1
649,Magasin de vêtements,Pyjama L'Orangerie,"4,6",893,81,13,3,1,2
650,Magasin de jouets,Mespeluches,"4,6",879,81,15,3,<1,<1
651,Shopping & mode,Outfittery,"4,6",451,74,23,3,0,0
652,Magasin de pierres naturelles,Karma Yoga Shop,"4,6",423,71,12,3,2,12
653,Shopping & mode,Ibroderiediamant,"4,6",195,80,9,1,2,8
654,Magasin de chaussures,CASSY,"4,6",176,85,6,<1,2,6
655,Boutique d'accessoires de mode,www.bleuforet.fr,"4,6",138,85,6,1,1,7
656,Boutique d'accessoires de mode,Family3-0,"4,6",95,88,5,1,1,5
657,Magasin de vêtements pour hommes,Male Identity,"4,6",86,91,6,2,0,1
658,Bijouterie,Gemperles.com,"4,6",84,88,5,1,2,4
659,Magasin de vêtements pour enfants,Les Enfantines,"4,6",76,91,4,3,1,1
660,Boutique de cadeaux,LEPLUMIER.COM,"4,6",68,77,21,1,1,0
661,Magasin d'articles de sports,Sports Aventure,"4,6",65,75,5,0,5,15
662,Boutique d'accessoires de mode,LA MALLE FEMININE,"4,6",60,82,13,0,0,5
663,Boutique de sacs à main,Sacaly,"4,6",60,82,12,3,0,3
664,Bijouterie,PremierCadeau,"4,6",60,92,3,0,0,5
665,Magasin de puériculture,Manipani,"4,6",59,89,2,2,0,7
666,Shopping & mode,Ergonomic Baby Carriers,"4,6",58,84,10,2,2,2
667,Boutique d'accessoires de mode,Patricehills,"4,6",55,83,11,4,0,2
668,Magasin d'articles de barbecue,PrimeCuts,"4,6",47,90,4,2,2,2
669,Bijoutier,Only Gems,"4,6",42,85,5,5,0,5
670,Magasin de chaussures,Gumbies FRANCE,"4,6",40,87,7,3,0,3
671,Artiste,Onlap Music,"4,6",37,92,8,0,0,0
672,Magasin de vêtements pour hommes,Homère Shop,"4,6",36,89,8,3,0,0
673,Friperie,Sapeurvintage,"4,6",35,91,6,3,0,0
674,Magasin de vêtements,SCAMBIÀ,"4,6",33,91,6,3,0,0
675,Boutique d'accessoires de mode,Steampunk-Boutique.com,"4,6",33,88,9,3,0,0
676,Boutique de cadeaux,Fany-store.com,"4,6",31,94,0,6,0,0
677,Bijouterie,Shoppingnet,"4,6",30,87,13,0,0,0
678,Magasin de vêtements pour femmes,maline.life,"4,6",30,90,10,0,0,0
679,Bijouterie fantaisie,Stellar,"4,6",30,90,7,0,0,3
680,Magasin de vêtements imprimés,Cel'idée,"4,6",29,90,10,0,0,0
681,Marché en ligne,Yankady,"4,6",28,96,0,4,0,0
682,Bijouterie,Opaya Bijouterie,"4,6",28,92,4,4,0,0
683,Magasin de vêtements vintage,La Chimère,"4,6",27,96,4,0,0,0
684,Magasin d'articles d'occasion,Librairieberthuy,"4,6",27,93,7,0,0,0
685,Magasin de vêtements de sport,ALTORE,"4,6",26,92,8,0,0,0
686,Shopping & mode,Caro2coeur,"4,6",25,96,0,4,0,0
687,Boutique de robes,Oriental Discount,"4,6",25,84,12,0,0,4
688,Boutique d'accessoires de mode,Despasrayes,"4,6",24,92,8,0,0,0
689,Magasin de vêtements,CITE MOI,"4,6",24,96,4,0,0,0
690,Boutique de minéraux,Trésor Minéral,"4,6",24,96,0,4,0,0
691,Magasin pour enfants,Miijo,"4,6",23,96,4,0,0,0
692,Magasin de chaussures,Le collectionneur - Vente de Sneakers Authentiques,"4,6",23,96,4,0,0,0
693,Magasin de vêtements,EcoRigolo,"4,6",23,100,0,0,0,0
694,Boutique d'accessoires de mode,Fskorp,"4,6",23,100,0,0,0,0
695,Magasin de puériculture,Baby Kids,"4,6",22,91,4,0,0,5
696,Magasin de vêtements de sport,Mosean by Paris,"4,6",21,95,5,0,0,0
697,Boutique d'accessoires de mode,Anafeemain,"4,6",21,100,0,0,0,0
698,Boutique de sacs à main,Sonika Studio,"4,6",21,100,0,0,0,0
