,Catégorie,Titre,Score,Avis,5 etoiles,4 etoiles,3 etoiles,2 etoiles,1 etoiles
345,Boutique d'accessoires de mode,CABAÏA,"4,5",281,87,3,1,1,8
346,Magasin de vêtements vintage,imparfaiteparis.com,"4,5",275,75,13,4,4,4
347,Boutique d'accessoires de mode,Les Artistes Paris,"4,5",215,80,7,2,3,8
348,Magasin de jeans,Toxik3,"4,5",214,79,11,4,2,4
349,Magasin d'accessoires de vélo,JE SUIS À VÉLO,"4,5",207,79,10,4,2,5
350,Boutique érotique,espaceplaisir,"4,5",198,74,5,1,2,18
351,Boutique d'articles de mode,Côtelé Paris,"4,5",125,81,12,3,2,2
352,Horlogerie,Avenue Gousset,"4,5",102,74,11,5,3,7
353,Magasin de vélos,IBKbike.fr,"4,5",100,81,12,2,1,4
354,Fabricant de bijoux,Gautrot,"4,5",95,88,6,4,0,2
355,Boutique d'accessoires de mode,Gypso,"4,5",82,82,11,5,2,0
356,Magasin d'articles de sports,AW TRAINER,"4,5",72,90,1,3,3,3
357,Boutique de lingerie,Plus Size Story,"4,5",62,82,6,2,5,5
358,Magasin de vêtements vintage,CREWD ©,"4,5",54,81,11,0,4,4
359,Bijouterie fantaisie,Jaina Collection,"4,5",46,92,0,2,2,4
360,Magasin de vêtements,WECYRCLED,"4,5",44,87,9,0,2,2
361,Service de paiement,CRESH,"4,5",37,91,3,0,3,3
362,Magasin de vêtements,Morexcustom,"4,5",37,89,3,5,0,3
363,Bijouterie,MSB for You,"4,5",36,89,3,5,0,3
364,Bijouterie,Tuljewelry,"4,5",33,85,6,6,0,3
365,Magasin de chaussures,Spartoo.com,"4,4",115 476,71,18,5,3,3
366,Service de débloquage et de recyclage de téléphones,Back Market - France,"4,4",50 442,75,13,3,2,7
367,Magasin de puériculture,Optimalprint,"4,4",34 365,73,16,5,2,4
368,Shopping & mode,MODZ,"4,4",14 820,60,21,9,5,5
369,Opticien,Lunettes Pour Tous,"4,4",14 626,73,14,4,3,6
370,Magasin d'articles de football,Ekinsport,"4,4",8 592,78,12,3,2,5
371,Marché en ligne,Fruugo France - Place de marché en ligne (FR),"4,4",8 100,63,24,3,<1,9
372,Magasin de sex-toy,Adam et Eve,"4,4",5 611,59,19,6,3,13
373,Boutique de lingerie,GIRLS IN PARIS,"4,4",4 502,76,14,4,3,3
374,Magasin de vêtements pour femmes,Once Again,"4,4",4 430,75,16,4,2,3
375,Marché en ligne,24S,"4,4",3 811,78,4,2,2,14
376,Magasin de chaussures,Palladiumboots,"4,4",3 615,75,9,4,3,9
377,Horlogerie,1001 Pendules,"4,4",3 043,71,15,5,3,6
378,Magasin de chaussures,Seraphine,"4,4",2 835,57,22,10,5,6
379,Shopping & mode,Wordans France,"4,4",1 881,69,13,4,3,11
380,Shopping & mode,Pas de titre,0,0,0,0,0,0,0
381,Service de paiement,CRESH,"4,5",37,91,3,0,3,3
382,Magasin de vêtements,Morexcustom,"4,5",37,89,3,5,0,3
383,Bijouterie,MSB for You,"4,5",36,89,3,5,0,3
384,Bijouterie,Tuljewelry,"4,5",33,85,6,6,0,3
385,Magasin de chaussures,Spartoo.com,"4,4",115 476,71,18,5,3,3
386,Service de débloquage et de recyclage de téléphones,Back Market - France,"4,4",50 442,75,13,3,2,7
387,Magasin de puériculture,Optimalprint,"4,4",34 365,73,16,5,2,4
388,Shopping & mode,MODZ,"4,4",14 820,60,21,9,5,5
389,Opticien,Lunettes Pour Tous,"4,4",14 626,73,14,4,3,6
390,Magasin d'articles de football,Ekinsport,"4,4",8 592,78,12,3,2,5
391,Marché en ligne,Fruugo France - Place de marché en ligne (FR),"4,4",8 100,63,24,3,<1,9
392,Magasin de sex-toy,Adam et Eve,"4,4",5 611,59,19,6,3,13
393,Boutique de lingerie,GIRLS IN PARIS,"4,4",4 502,76,14,4,3,3
394,Magasin de vêtements pour femmes,Once Again,"4,4",4 430,75,16,4,2,3
395,Marché en ligne,24S,"4,4",3 811,78,4,2,2,14
396,Magasin de chaussures,Palladiumboots,"4,4",3 615,75,9,4,3,9
397,Horlogerie,1001 Pendules,"4,4",3 043,71,15,5,3,6
398,Magasin de chaussures,Seraphine,"4,4",2 835,57,22,10,5,6
399,Shopping & mode,Wordans France,"4,4",1 881,69,13,4,3,11
400,Magasin de lunettes de soleil,Jimmy Fairly,"4,4",1 614,84,6,1,2,7
401,Magasin de chaussures,Les Tropéziennes par M. Belarbi,"4,4",1 419,73,12,4,2,9
402,Primeur,Potimarron,"4,4",1 180,65,25,6,2,2
403,Boutique de lingerie,Do you Green,"4,4",1 050,74,16,5,2,3
404,Marché en ligne,Wecasa,"4,4",692,80,6,2,2,10
405,Magasin de lunettes de soleil,Optimale Optique,"4,4",603,85,4,2,<1,8
406,Service de remise en espèces,Pasha (ex AirCampus),"4,4",449,72,22,3,<1,2
407,Fabricant de bijoux,Esprit Chakras,"4,4",444,72,12,4,3,9
408,Magasin de sports d'hiver,Rossignol,"4,4",377,77,7,2,3,11
409,Boutique de lingerie,Her Underwear,"4,4",230,75,13,3,3,6
410,Service de location de robes,LE CLOSET,"4,4",216,63,24,9,<1,3
411,Magasin de chaussures,corail.co,"4,4",207,74,10,6,4,6
412,Magasin de vêtements,Lamaktaba,"4,4",204,77,10,3,2,8
413,Marché de produits frais,mon-marché.fr,"4,4",200,66,18,8,3,5
414,Shopping & mode,Fashionchaussures,"4,4",200,77,9,4,2,8
415,Fabricant de matériel informatique,Horus X,"4,4",184,74,14,3,1,8
416,Boutique d'articles de mode,ATELIER F&B,"4,4",174,80,11,2,1,6
417,Magasin de tennis,Tennisplanet.fr,"4,4",158,67,14,4,4,11
418,Boutique d'accessoires de mode,Titeschaussettes,"4,4",147,75,7,3,5,10
419,Magasin de puériculture,Bambisol,"4,4",139,74,11,8,<1,6
420,Shopping & mode,zohoha,"4,4",139,75,4,5,6,10
421,Atelier de réparation de trottinettes,Dualtron Store | by Voltee,"4,4",129,79,10,2,2,7
422,Magasin de chaussures,Retroshoparis,"4,4",121,82,5,<1,2,10
423,Magasin de streetwear,Rangetrotter,"4,4",106,75,11,2,3,9
424,Boutique d'accessoires de mode,Tienda Piercing Glamz Colombia,"4,4",101,75,11,4,3,7
425,Magasin de vêtements,Lands' End FR,"4,4",73,74,18,1,3,4
426,Boutique d'accessoires de mode,Beau Nuage,"4,4",59,81,12,2,0,5
427,Magasin de vêtements pour femmes,sudexpress.fr,"4,4",57,68,7,3,4,18
428,Magasin de chaussures,Parallele Paris,"4,4",48,82,6,4,2,6
429,Fabricant de lingerie,Perdième - Lingerie menstruelle,"4,4",41,86,5,2,2,5
430,Magasin de lunettes de soleil,Szade,"4,4",39,79,8,2,3,8
431,Magasin de surplus militaire,Mode Tactique,"4,4",34,91,0,0,0,9
432,Shopping & mode,Batmaid,"4,4",31,91,3,0,0,6
433,Magasin de streetwear,Emiliano Dolly,"4,4",25,96,0,0,0,4
434,Magasin de vêtements pour hommes,Atlas For Men France,"4,3",43 693,46,26,13,7,8
435,Magasin de vêtements imprimés,Spreadshirt France,"4,3",24 909,65,19,7,4,5
436,Magasin de vêtements imprimés,TeamShirts France,"4,3",6 584,65,18,7,4,6
437,Site d'entreprise,vertbaudet,"4,3",6 427,58,13,4,2,23
438,Service de coupons d'achat,eBuyClub,"4,3",3 709,59,21,7,4,9
439,Service de coupons d'achat,Widilo.fr Cashback,"4,3",3 324,74,12,3,2,9
440,Magasin de sous-vêtements,REPEAT,"4,3",2 017,66,22,3,2,7
441,Magasin de vêtements,Stand-prive.com,"4,3",1 705,60,20,6,4,10
442,Magasin de puériculture,Cmonpremier.fr,"4,3",1 234,72,8,4,4,12
443,Bijouterie,Subtil Diamant,"4,3",1 144,67,16,7,4,6
444,Prestataire de transport automobile privé,Autobutler.fr,"4,3",929,73,16,3,2,6
445,Shopping & mode,Christopherobin,"4,3",703,67,16,6,3,8
446,Shopping & mode,Paris Flavor,"4,3",622,71,12,3,<1,13
447,Boutique de lingerie,Dans Ma Culotte,"4,3",616,70,14,7,3,6
448,Magasin de vêtements pour femmes,Zizzi,"4,3",580,68,18,6,3,5
449,Magasin de vêtements pour enfants,Little Cigogne,"4,3",540,71,11,3,3,12
450,Shopping & mode,Fontanot shop Escalier design en ligne,"4,3",370,62,24,6,3,5
451,Magasin de vêtements,Salty Crew Europe,"4,3",330,78,9,3,3,7
452,Shopping & mode,birminghamwear.com,"4,3",310,74,11,3,2,10
453,Bijouterie,Laboutique-tara.com,"4,3",284,89,6,<1,2,2
454,Bijouterie,97carats,"4,3",268,60,22,6,6,6
455,Bijouterie,diamantor.fr,"4,3",252,70,10,3,4,13
456,Magasin de chaussures,Mustang Online,"4,3",234,77,8,3,4,8
457,Magasin de vêtements de sport (activewear),Barooders,"4,3",222,70,14,6,3,7
458,Art & antiquités,Plazzart,"4,3",221,69,13,6,2,10
459,Graveur sur bijoux,Talisma X,"4,3",173,70,8,<1,<1,20
460,Bijouterie fantaisie,Pohesia Paris,"4,3",173,71,11,9,3,6
461,Bijouterie fantaisie,Harmoniechakras,"4,3",139,68,16,8,2,6
462,Boutique de loisirs créatifs,L'esprit Bois,"4,3",138,64,22,4,4,6
463,Magasin de vêtements,Compañero,"4,3",120,87,2,3,0,8
464,Bijouterie,Zahros,"4,3",108,68,14,2,3,13
465,Magasin de chaussures,Mrkicks,"4,3",104,80,6,<1,3,10
466,Magasin de sous-vêtements,Chaussettes Bambou,"4,3",98,72,19,1,3,5
467,Magasin de vêtements,Polar Star,"4,3",63,76,3,2,2,17
468,Boutique érotique,Oh! Darling... les boutiques Coquines,0,0,0,0,0,0,0
469,Bijouterie fantaisie,Sajes Bijoux,"4,3",44,82,7,2,2,7
470,Magasin de vêtements,EDS Store,"4,3",28,82,4,7,0,7
471,Magasin de vêtements pour femmes,bonprix,"4,2",10 157,55,28,9,3,5
472,Grossiste en lunettes,Nooz Optics,"4,2",6 773,70,13,5,3,9
473,Magasin d'impressions et de signalisation,Helloprint,"4,2",2 528,72,10,4,3,11
474,Boutique de lingerie,FEMPO,"4,2",1 442,70,15,5,3,7
475,Boutique d'articles de mode,Jules,"4,2",852,66,11,3,2,18
476,Magasin de chaussures,Bons Baisers de Paname,"4,2",846,65,10,6,5,14
477,Magasin de vêtements pour femmes,BrentinyParis.com,"4,2",584,72,8,3,4,13
478,Plateforme de collaboration en ligne,Malt,"4,2",484,71,10,3,4,12
479,Magasin de vêtements professionnels,BEAUTY STREET,"4,2",324,71,12,5,4,8
480,Magasin de vêtements pour hommes,Frilivin.fr,"4,2",253,68,14,4,6,8
481,Fabricant de bijoux,Boutique Namasté,"4,2",128,74,9,2,2,13
482,Marché en ligne,Mamie Bourgeoise,"4,2",124,68,7,3,3,19
483,Magasin de vêtements,Bishibi.com,"4,2",75,64,22,5,4,5
484,Magasin de puériculture,Babylor,"4,2",52,83,2,0,2,13
485,Entreprise de confection de t-shirts,Fibershirts,"4,2",47,64,13,0,2,21
486,Magasin de puériculture,Mon Petit Paquet,"4,2",27,85,7,4,0,4
487,Magasin de vêtements,Ccvmode,"4,1",3 496,67,11,5,4,13
488,Site de recherche de vols,Jetcost,"4,1",3 190,67,16,2,<1,14
489,Magasin de puériculture,BÉABA,"4,1",3 064,60,15,9,5,11
490,Magasin de sacs et de valises,Mesbagages,"4,1",2 026,58,8,4,4,26
491,Magasin de vêtements,Oneill.com/fr,"4,1",1 624,71,14,4,3,8
492,Marché en ligne,Miinto,"4,1",1 522,80,6,2,1,11
493,Magasin de vêtements pour femmes,OutfitBook,"4,1",1 420,60,17,7,6,10
494,Magasin de linge de maison,Françoise Saget,"4,1",1 016,49,12,6,9,24
495,Magasin de streetwear,AKIN STUDIO,"4,1",992,61,21,5,4,9
496,Smart shop,Joko,"4,1",911,55,23,9,5,8
497,Magasin de vêtements pour enfants,Eliott et loup,"4,1",796,78,11,4,2,5
498,Boutique de lingerie,Laurence Tavernier,"4,1",728,66,13,6,4,11
499,Shopping & mode,Palladiumboots,"4,1",624,71,7,4,4,14
500,Boutique érotique,SexyAvenue,"4,1",588,62,15,6,4,13
501,Shopping & mode,kswiss.eu,"4,1",532,72,7,4,3,14
502,Magasin de vêtements,FROM FUTURE,"4,1",469,60,9,5,7,19
503,Boutique de lingerie,Yade,"4,1",428,68,15,2,2,13
504,Service de coupons d'achat,Gueez,"4,1",410,74,8,4,3,11
505,Shopping & mode,Babyfoot Vintage,"4,1",369,58,16,8,4,14
506,Bijouterie,Caurine,"4,1",281,72,10,6,4,8
507,Magasin de sacs,Galanck,"4,1",170,70,17,6,3,4
508,Magasin de chaussures,Graal Spotter,"4,1",116,73,5,2,3,17
509,Boutique érotique,Avenue du Plaisir - Sexshop,"4,1",88,63,19,7,2,9
510,Magasin de vêtements,Vintage Brothers,"4,1",72,69,14,6,3,8
511,Boutique d'accessoires de mode,Tondesign,"4,1",51,68,14,2,4,12
512,Boutique d'accessoires de mode,VEJA,"4,0",13 042,65,8,6,5,16
513,Magasin de vêtements d'hiver,Sweetplaid,"4,0",5 470,58,13,6,5,18
514,Boutique d'accessoires de mode,Monnier Paris,"4,0",2 400,69,9,4,4,14
515,Shopping & mode,TERRITOIRE REDSKINS Société Anonyme,"4,0",2 296,64,12,6,4,14
516,Boutique de lingerie,Toutes Les Poitrines,"4,0",1 636,71,19,4,2,4
517,Magasin de chaussures,Bexley,"4,0",965,61,8,2,3,26
518,Bijouterie,My Little Necklace,"4,0",699,68,10,2,3,17
519,Bijouterie,Authentiques Mineraux,"4,0",683,76,10,5,2,7
520,Shopping & mode,Pas de titre,0,0,0,0,0,0,0
521,Shopping & mode,kswiss.eu,"4,1",532,72,7,4,3,14
522,Magasin de vêtements,FROM FUTURE,"4,1",469,60,9,5,7,19
523,Boutique de lingerie,Yade,"4,1",428,68,15,2,2,13
524,Service de coupons d'achat,Gueez,"4,1",410,74,8,4,3,11
525,Shopping & mode,Babyfoot Vintage,"4,1",369,58,16,8,4,14
526,Bijouterie,Caurine,"4,1",281,72,10,6,4,8
527,Magasin de sacs,Galanck,"4,1",170,70,17,6,3,4
528,Magasin de chaussures,Graal Spotter,"4,1",116,73,5,2,3,17
529,Boutique érotique,Avenue du Plaisir - Sexshop,"4,1",88,63,19,7,2,9
530,Magasin de vêtements,Vintage Brothers,"4,1",72,69,14,6,3,8
531,Boutique d'accessoires de mode,Tondesign,"4,1",51,68,14,2,4,12
532,Boutique d'accessoires de mode,VEJA,"4,0",13 042,65,8,6,5,16
533,Magasin de vêtements d'hiver,Sweetplaid,"4,0",5 470,58,13,6,5,18
534,Boutique d'accessoires de mode,Monnier Paris,"4,0",2 400,69,9,4,4,14
535,Shopping & mode,TERRITOIRE REDSKINS Société Anonyme,"4,0",2 296,64,12,6,4,14
536,Boutique de lingerie,Toutes Les Poitrines,"4,0",1 636,71,19,4,2,4
537,Magasin de chaussures,Bexley,"4,0",965,61,8,2,3,26
538,Bijouterie,My Little Necklace,"4,0",699,68,10,2,3,17
539,Bijouterie,Authentiques Mineraux,"4,0",683,76,10,5,2,7
540,Magasin de vêtements pour bébés,Moom Paris,"4,0",288,60,14,7,7,12
541,Magasin de chaussures,The French Reseller,"4,0",281,68,9,4,4,15
542,Magasin de puériculture,aden + anais,"4,0",280,71,7,5,4,13
543,Club de football,Boutique Officielle du Racing Club de Strasbourg Alsace,"4,0",165,68,5,6,5,16
544,Boutique d'articles de mode,Luz Collections,"4,0",112,64,9,6,9,12
545,Magasin de vêtements,Gifts-fr.com,"4,0",109,61,11,5,4,19
546,Hypermarché,CLIC-SHOPPING.COM,"4,0",100,64,17,3,1,15
547,Magasin de vêtements pour hommes,Atlas For Men Belgique,"4,0",86,50,24,12,2,12
548,Magasin de vêtements vintage,Vintage Univers,"4,0",56,63,16,5,0,16
549,Magasin,Jardindeyden.fr,"4,0",44,59,14,11,5,11
550,Fabricant de vêtements de sport,mouratoglou-shop.com,"4,0",33,67,9,6,0,18
551,Magasin de chaussures,Kikikickz,"3,9",2 811,72,6,4,2,16
552,Shopping & mode,Lee Cooper France,"3,9",1 458,63,14,5,4,14
553,Shopping & mode,Obtenircollierprenom,"3,9",770,60,15,6,5,14
554,Magasin de vêtements,Wordans,"3,9",598,55,10,3,2,30
555,Bijouterie,L'Atelier Emma&Chloé,"3,9",233,63,9,5,4,19
556,Fabricant de bijoux,Misaki Monaco,"3,9",185,67,6,6,3,18
557,Boutique de cadeaux,publicisdrugstore.com,"3,9",159,65,8,3,4,20
558,Bijouterie fantaisie,SOUFEEL France,"3,9",133,57,9,5,2,27
559,Bijoutier,Aurora & Co.,"3,9",89,61,15,4,4,16
560,Boutique de lingerie,We Are Jolies,"3,9",74,53,7,5,19,16
561,Magasin de sous-vêtements,Adoptemaculotte,"3,9",30,60,10,10,0,20
562,Shopping & mode,Ba-Click,"3,8",7 608,62,20,6,3,9
563,Shopping & mode,Savage X Fenty France,"3,8",2 177,52,13,7,5,23
564,Magasin de vêtements pour femmes,Almé,"3,8",1 807,59,11,8,7,15
565,Bijouterie fantaisie,Amour et Bijoux,"3,8",1 028,50,9,6,4,31
566,Magasin de maillots de bain,Ôdabaïa,"3,8",783,70,10,4,3,13
567,Grand magasin,ADDICT Pop Culture,"3,8",589,77,8,3,1,11
568,Shopping & mode,Le Beau Masque,"3,8",573,48,12,7,5,28
569,Magasin de vêtements,Sahomashop,"3,8",209,56,9,8,10,17
570,Magasin de vêtements,Free Vibes,"3,8",130,52,15,6,4,23
571,Magasin de vêtements pour femmes,FRNCH,"3,8",115,66,9,8,4,13
572,Marché en ligne,Iziby,"3,8",110,61,6,7,4,22
573,Bijouterie fantaisie,Icereunion,"3,8",64,64,12,5,2,17
574,Magasin de vêtements,DIFFERENT®,"3,8",63,65,8,3,10,14
575,Boutique d'articles de mode,Lothaire,"3,8",60,60,13,3,5,19
576,Grand magasin,MINISO,"3,8",59,59,12,3,2,24
577,Magasin de déguisements,Farfouil en fête,"3,8",49,61,8,2,2,27
578,Magasin de chaussures,Ma Basket De Sécurité,"3,8",29,38,31,14,0,17
579,Magasin de vêtements,Don't Call Me Jennyfer,"3,7",3 204,51,11,6,5,27
580,Bijouterie fantaisie,Luna Jewels,"3,7",366,60,10,4,1,25
581,Magasin de chapeaux et couvre-chefs,Chapeaushop,"3,7",54,52,17,9,4,18
582,Marché en ligne,E-TWOW France,"3,6",681,48,25,7,4,16
583,Service d'assistance,Pioui,"3,6",381,51,14,2,<1,32
584,Magasin de vêtements professionnels,Zxy,"3,6",160,55,12,8,7,18
585,Boutique de lingerie,Mademoiselleculotte,"3,6",156,54,10,3,6,27
586,Magasin de streetwear,Centrale,"3,6",125,63,8,4,8,17
587,Courtier en finances,moneybanker.fr,"3,6",105,49,13,11,2,25
588,Fournisseur de costumes de théâtre,Nos Colonnes - Boutique Maçonnique,"3,6",84,54,15,6,8,17
589,Service e-commerce,Zazzle FR,"3,5",695,50,8,4,5,33
590,Magasin de chaussures,Jonak,"3,5",694,48,7,5,7,33
591,Shopping & mode,Edisac,"3,5",568,60,6,5,6,23
592,Boutique d'accessoires de mode,Clubocean,"3,5",276,50,13,7,3,27
593,Magasin de jouets pour enfants,Marentreescolaire.fr,"3,5",153,46,20,7,7,20
594,Marché de textile,Dreamwear,"3,5",129,47,11,7,2,33
595,Fabricant de bijoux,Emir ICE,"3,5",83,54,12,4,2,28
596,Boutique de lingerie,Lingerie Hot,"3,5",83,43,15,12,5,25
597,Fabricant de lingerie,Blooming.rocks,"3,5",77,40,19,5,7,29
598,Shopping & mode,JustFab France,"3,4",24 393,47,22,10,5,16
599,Magasin de vêtements,Vestiaire Collective,"3,4",22 578,50,9,4,3,34
600,Magasin de vêtements de sport (activewear),Fabletics France,"3,4",10 107,48,21,10,5,16
601,Service de coupons d'achat,Groupon France,"3,4",6 578,32,15,6,5,42
602,Bijouterie fantaisie,La Box Emma&Chloé,"3,4",2 888,46,12,11,9,22
603,Magasin de vêtements pour femmes,Sézane,"3,4",1 528,39,6,5,10,40
604,Magasin de sous-vêtements,Le Slip Français,"3,4",1 496,55,7,<1,3,34
605,Magasin de chaussures,OP 2.0,"3,4",411,64,6,3,2,25
606,Boutique de sacs à main,Mon Sac A Dos,"3,4",91,52,14,1,1,32
607,Boutique de robes,Soireeblanche,"3,4",84,50,15,2,4,29
608,Horlogerie,ma-petite-horlogerie.com,"3,4",30,57,7,0,3,33
609,Boutique de lingerie,Undiesorigin,"3,4",28,40,14,7,14,25
610,Shopping & mode,Jeans Industry,"3,3",8 959,46,13,8,8,25
611,Fabricant de montres,L'arbre du temps,"3,3",505,40,15,8,7,30
612,Magasin de vêtements de sport,Direct Running,"3,3",206,50,6,3,4,37
613,Magasin de chaussures,VIRÓN,"3,3",74,49,7,5,5,34
614,Bijouterie,carallor.com,"3,3",27,48,11,4,0,37
615,Magasin de puériculture,Cabriole Bebe,"3,2",4 029,51,13,7,4,25
616,Joaillier,Mauboussin,"3,2",488,53,4,1,2,40
617,Magasin de chaussures,André,"3,2",445,57,17,4,2,20
618,Magasin de sous-vêtements,Mool,"3,2",421,34,11,5,8,42
619,Bijouterie,LÕU.YETU,"3,2",384,40,5,3,5,47
620,Magasin de sacs et bagages,Bleu Cerise,"3,2",80,52,6,0,4,38
621,Boutique de lingerie,Oduho,"3,2",73,37,11,17,8,27
622,Magasin de chaussures,chaussures.fr,"3,1",501,47,6,2,4,41
623,Magasin de vêtements,Rouje,"3,0",203,29,7,10,15,39
624,Shopping & mode,STANBRIDGE,"3,0",137,47,9,10,8,26
625,Boutique de t-shirts personnalisés,Créer Son T-shirt,"3,0",89,33,13,7,8,39
626,Magasin de vêtements imprimés,Teezily,"2,9",42 527,49,13,8,6,24
627,Magasin de vêtements,BestKpopShop,"2,9",57,42,7,7,9,35
628,Magasin de sous-vêtements,Classy Fit Gaine,"2,8",266,30,9,8,9,44
629,Horlogerie,X Watch France,"2,8",118,29,15,12,2,42
630,Boutique de sacs à main,Tissardi,"2,8",95,27,15,11,8,39
631,Magasin de vêtements pour femmes,Ma Penderie Vintage,"2,8",95,36,10,11,4,39
632,Magasin de vêtements,Salopette Shop,"2,7",102,27,7,11,6,49
633,Bijouterie,Histoire d'Or,"2,6",1 380,27,4,2,3,64
634,Magasin de vêtements pour femmes,Chic and Bohemian,"2,6",80,35,7,4,6,48
635,Boutique d'accessoires de mode,Echarpes,"2,6",46,15,16,4,4,61
636,Styliste de mode,JACQUEMUS,"2,5",1 059,24,4,3,3,66
637,Boutique d'accessoires de mode,LaBoxHomme,"2,5",360,39,9,7,10,35
638,Magasin de déguisements,Deguisement Enfant,"2,3",155,27,11,5,7,50
639,Magasin de vêtements pour femmes,Balzac Paris,"2,2",98,26,4,1,11,58
640,Bijouterie,Terresdevikings,"2,1",88,12,1,5,7,75
641,Magasin de vêtements pour jeunes,Orchestra,"1,8",1 510,5,2,2,3,88
642,Magasin de vêtements,MonColRoulé,"1,8",135,13,4,6,9,68
643,Boutique de sacs à main,Tendance Rond,"1,7",28,4,4,0,7,85
644,Bijouterie fantaisie,Zina Dream,"1,5",234,12,2,3,3,80
645,Magasin de puériculture,Auchan,"1,3",2 359,4,2,2,4,88
646,Bijouterie,Celinni Diamant,"5,0",950,95,3,<1,<1,<1
647,Magasin de vêtements,LNLM,"4,9",424,93,6,0,<1,<1
648,Magasin de vêtements pour femmes,Lpm Lapassiondesmarques,"4,9",245,98,2,0,0,0
649,Enchères en ligne,cgb.fr,"4,9",230,95,4,0,<1,<1
650,Horlogerie,LEASE A WATCH,"4,9",219,98,2,0,0,<1
651,Graphiste,Amay Sancha,"4,9",167,95,4,0,<1,0
652,Boutique d'accessoires de mode,maison235.com,"4,9",159,97,2,<1,0,0
653,Opticien,Lavunett,"4,9",142,99,<1,0,0,0
654,Horlogerie,Tokant,"4,9",132,100,0,0,0,0
655,Fabricant de montres,BBmod France,"4,9",129,100,0,0,0,0
656,Grand magasin,SO SHOOTING,"4,9",123,92,8,0,0,0
657,Shopping & mode,VIVALATINA.FR,"4,9",121,96,<1,0,<1,2
658,Shopping & mode,Biomidi,"4,9",105,88,9,0,0,3
659,Magasin de chaussures,5doigts2pieds.fr,"4,9",102,82,12,4,0,2
660,Boutique d'accessoires de mode,Rosah Blanca,"4,9",102,95,5,0,0,0
661,Magasin de vêtements imprimés,abc-marquage.com,"4,8",24 362,91,7,<1,<1,<1
662,Bijouterie,Gothyka,"4,8",2 141,86,12,2,<1,<1
663,Magasin de puériculture,Love Radius,"4,8",1 563,79,15,4,1,<1
664,Shopping & mode,Kaporal 5,"4,8",660,80,10,<1,<1,9
665,Shopping & mode,Gaspajoe,"4,8",368,86,9,3,1,1
666,Marché en ligne,Renault Dacia BodemerAuto Argentan,"4,8",306,78,16,3,1,2
667,Magasins d'appareils de fitness,Madeleine Jeux,"4,8",302,87,11,<1,<1,<1
668,Magasin de vêtements pour femmes,Penninkhof,"4,8",299,90,7,2,<1,1
669,Boutique d'accessoires de mode,Minipop,"4,8",283,92,6,1,0,<1
670,Boutique d'accessoires de mode,Gentlemenclover,"4,8",192,96,3,0,1,0
671,Magasin de chaussures,www.mephisto-chaussures.fr,"4,8",190,84,11,1,2,2
672,Grand magasin,LaToucheGeek,"4,8",184,89,7,2,<1,1
673,Magasin de vêtements grandes tailles,CHARLESELIE94,"4,8",182,94,2,1,0,3
674,Bijouterie fantaisie,Prestige Bouddha,"4,8",159,93,5,<1,0,1
675,Magasin de vêtements de sport (activewear),Headband Planet,"4,8",143,91,7,2,0,0
676,Magasin de lunettes de soleil,Funoptic,"4,8",142,91,5,1,1,2
677,Shopping & mode,Claireberteau,"4,8",135,93,6,1,0,0
678,Magasin de vêtements pour femmes,Halal Dressing,"4,8",119,94,3,3,0,0
679,Magasin de chaussures,Sneakerline,"4,8",114,96,<1,0,0,3
680,Site de comparaison de prix,Goclecd.fr,"4,8",112,79,18,2,0,<1
681,Bijouterie fantaisie,Fauna,"4,8",108,90,5,<1,0,4
682,Magasin de streetwear,Sainté Shop - EVECT,"4,8",93,94,4,1,0,1
683,Bijouterie,Bosle Joaillier Horloger,"4,8",85,92,7,1,0,0
684,Décorateur d'intérieur,Plaidissimo,"4,8",84,96,2,2,0,0
685,Boutique de cadeaux,La Boutique Angevine,"4,8",82,89,10,0,0,1
686,Fabricant de bijoux,Lelindo,"4,8",79,95,5,0,0,0
687,Magasin de chaussures,RESELL BY ROMAIN,"4,8",77,96,4,0,0,0
688,Magasin d'articles de football,Dimension Foot,"4,8",76,79,16,4,0,1
689,Fabricant de montres,Pathengers Watches,"4,8",72,97,3,0,0,0
690,Magasin de chaussures,Maison Pirotais,"4,8",71,95,4,0,1,0
691,Bijouterie,Losbijoux,"4,8",68,91,7,0,2,0
692,Shopping & mode,Mangekyu,"4,8",64,95,5,0,0,0
693,Bijouterie,Wild Sons,"4,8",60,93,5,0,2,0
694,Bijouterie,Diamantiques,"4,8",54,98,2,0,0,0
695,Magasin de streetwear,Qvattor,"4,8",54,96,2,2,0,0
696,Boutique d'accessoires de mode,Atelier Madeleine,"4,8",51,100,0,0,0,0
697,Magasin de vêtements de sport (activewear),Noliju,"4,8",50,94,4,2,0,0
698,Boutique d'accessoires de mode,Trimasama,"4,8",45,98,2,0,0,0
699,Magasin de chaussures,Lace It Shop,"4,8",42,100,0,0,0,0
700,Magasin de chaussures,Click Your Sneakss,"4,8",40,100,0,0,0,0
701,Boutique de t-shirts personnalisés,Sacpub,"4,8",39,87,8,0,0,5
702,Boutique d'accessoires de mode,Trueblue Bottles,"4,8",39,100,0,0,0,0
